PO Requestor WWID,SC Number,PO Number,PO Date,PO Validity End Date,PO Net Amt $,PO Supplier Name,PO Supplier ID
G1622901,548945,6791762816,2021-02-21,2021-03-01,2669,kzmMksrHxSgfMXW,1533
A7071296,548945,6791762816,2021-03-28,2021-04-01,7490,pqVuzXWBHZdulBH,7317
G9115808,548945,6791762816,2021-01-22,2021-04-21,10476,rKGdkCKLPrKgHZL,2894
A0443363,548945,6791762816,2021-03-04,2021-03-13,1510,CzCLKeZmgsEfILn,8634
A9656779,548945,6791762816,2021-01-04,2021-01-24,9574,DteoYRjTnFCJkHx,2238
G5779036,548945,6791762816,2021-03-23,2021-03-31,6644,LdlIVCFcTzdXLmX,5027
G4668415,548945,6791762816,2021-02-02,2021-02-26,5794,ddokoeYMEFfJXzW,2714
B5030876,548945,6791762816,2021-03-19,2021-04-01,2130,trMjZogKIQhqyIT,7967
G9430772,548945,6791762816,2021-03-26,2021-06-14,10834,mQrccURuHHDCrOK,9874
A4556461,548945,6791762816,2021-01-08,2021-03-29,1905,YqqacWZIrYARlqW,6813
G6390833,548945,6791762816,2021-02-11,2021-05-26,13631,EceEoAxrSDKKFkY,1653
B4485455,548945,6791762816,2021-01-03,2021-01-08,5073,ZcgaVTYeRoOkILg,3048
B4757767,548945,6791762816,2021-03-15,2021-04-22,8716,yGPbGdeVkuJrlGG,5670
B9810316,548945,6791762816,2021-01-21,2021-04-02,14364,DArtsHzJGpwBrqJ,4754
G5483721,548945,6791762816,2021-03-11,2021-04-30,2606,bpHNxZWCYPfzwUc,5625
A6641113,548945,6791762816,2021-03-19,2021-06-14,5555,fyZpyAJJhxGGfiF,2875
A0494866,548945,6791762816,2021-02-04,2021-04-26,11834,FSKAMCPmpAtYNMY,7694
A3827158,548945,6791762816,2021-03-07,2021-06-25,1203,oGBQdhbdvsKOfJl,3180
A8423433,548945,6791762816,2021-01-27,2021-02-27,12050,XRJfpHvuWaKgnyH,6692
B5262182,548945,6791762816,2021-02-09,2021-03-01,9831,zOWTdMWsVSbyHyX,3049
B1631415,548945,6791762816,2021-03-12,2021-06-22,6657,auObWZmnEnjtPvD,5168
B8964442,548945,6791762816,2021-02-17,2021-02-23,2585,ipFxRxCVdQrzqaY,6030
B3649950,548945,6791762816,2021-03-28,2021-06-10,4895,KBszWCzRvUJgSKW,7217
A0905328,548945,6791762816,2021-03-26,2021-04-25,3131,nLTdJYVvjKZuyKA,5020
A4488515,548945,6791762816,2021-02-14,2021-05-15,14206,aakCuHhbmqgmRCx,7732
A8181250,548945,6791762816,2021-01-29,2021-02-07,2618,nTjoMyxnnfaJqHA,2015
A9197001,548945,6791762816,2021-01-21,2021-04-24,12553,hEECSevOLwEOgVg,4111
B0759504,548945,6791762816,2021-03-27,2021-05-23,11984,kQctWxaqCwnkCiP,7516
G1901264,548945,6791762816,2021-01-31,2021-03-05,1719,nQwJGdUkdVqyaSP,8267
G9602439,548945,6791762816,2021-02-09,2021-02-27,2331,JfzkVoYqaNrptZp,1520
G7896022,548945,6791762816,2021-03-25,2021-04-10,14485,TxwgWLMgLadwbuo,3009
B7515099,548945,6791762816,2021-01-26,2021-02-28,13689,NbaUlXwwSXdTLnm,4187
A8863630,548945,6791762816,2021-03-14,2021-04-05,9450,MOxKYqVJyKpFnMl,6026
B8285039,548945,6791762816,2021-01-16,2021-02-08,11311,ZHCYcVEdhJMizkx,1012
G3795721,548945,6791762816,2021-03-28,2021-05-24,13448,lsDpbLlGhNjfgAO,1555
G4440096,548945,6791762816,2021-01-11,2021-02-12,12953,JqEMpyVDJursyni,3815
G0297795,548945,6791762816,2021-03-29,2021-05-19,11277,XDjbEAXfrdhHjqe,3837
B3914575,548945,6791762816,2021-02-24,2021-03-02,13768,IyfOkJRgynweMEo,5447
G7383629,548945,6791762816,2021-03-21,2021-06-07,2000,XmKIcscjqBAtyYO,9813
G6943677,548945,6791762816,2021-01-03,2021-04-12,4086,SpGYcwnnBzecyCD,7142
G4491813,548945,6791762816,2021-03-29,2021-05-08,9842,jOdcPQPaGOBzdwB,1285
G0759943,548945,6791762816,2021-01-07,2021-03-17,12093,VnBswnYTGcUwUCQ,3562
B3267212,548945,6791762816,2021-02-16,2021-03-21,8374,bgqTudnwWWtJWpO,5005
G4197523,548945,6791762816,2021-03-03,2021-04-19,4432,lWpqgtVzhUevveS,5992
A2589168,548945,6791762816,2021-01-13,2021-03-16,14116,BsArBlRKFOLIkDI,7360
A6861132,548945,6791762816,2021-01-20,2021-05-03,1062,qcLKjinqFTLYZho,4526
A3951029,548945,6791762816,2021-02-24,2021-06-17,13742,nUAXjRerMrzixnc,2552
A6300077,548945,6791762816,2021-02-05,2021-05-10,13121,jMaVrmqvfwKbhmL,9027
G1621531,548945,6791762816,2021-03-24,2021-05-25,11804,uSyFNVmudCIQBZZ,5635
G7000260,548945,6791762816,2021-02-11,2021-05-08,7213,ABpETbQHZtawRlc,9278
A9559124,548945,6791762816,2021-01-23,2021-04-04,4302,dbOOEUsPuXWIBWS,2511
G0773680,548945,6791762816,2021-02-28,2021-04-14,8358,tzjTSsWqRXFmteR,7931
B2260224,548945,6791762816,2021-01-20,2021-04-23,3926,aVblclYGwKfsURu,4199
B3224462,548945,6791762816,2021-03-22,2021-04-02,10701,LXNbZrguFhCZYhM,3624
B1511672,548945,6791762816,2021-01-29,2021-03-02,5417,FndnTDNAvwnFsyz,9524
G4705845,548945,6791762816,2021-02-25,2021-04-27,13711,bMPclKVBzaoQyjO,1787
B0444331,548945,6791762816,2021-03-05,2021-03-27,9376,CbkBImtDmZGkupY,6125
A4805734,548945,6791762816,2021-03-01,2021-04-12,7468,CbBrTLzMbwbcPlY,9454
B2492544,548945,6791762816,2021-02-18,2021-04-22,3505,kbMAgskZVeOHMKb,3501
B8661894,548945,6791762816,2021-03-20,2021-07-11,14500,MIxyxnRhcNomkDO,4989
G8423215,548945,6791762816,2021-02-26,2021-03-18,4296,FWbjACazuZNdyMj,2060
G4219132,548945,6791762816,2021-03-13,2021-06-30,13106,glJlvkYqmhCJfZU,8436
A7570435,548945,6791762816,2021-02-07,2021-03-26,4781,ybuJmIexJtNFeRH,7752
A4718664,548945,6791762816,2021-03-12,2021-05-15,4861,SWMwRLQbvUYrtdL,6513
G9602678,548945,6791762816,2021-02-05,2021-04-21,6300,usRompDSVJxbCfv,9100
A4461585,548945,6791762816,2021-02-22,2021-03-09,13700,fUTHpUhqTtwwrHj,6518
B6413405,548945,6791762816,2021-02-15,2021-03-06,7213,AUIxxPRWjSckJVY,7630
G7667718,548945,6791762816,2021-03-13,2021-03-24,10883,GWpEaowfFIuMmcD,4480
G5187150,548945,6791762816,2021-03-24,2021-05-20,8996,dgSYrXpUvDAjMKJ,7390
G8239637,548945,6791762816,2021-01-08,2021-02-05,8587,OhVMQUvQgPzrCLs,8616
G0352864,548945,6791762816,2021-03-05,2021-05-16,3455,vPIAlnekLWufIZR,7409
A1362815,548945,6791762816,2021-01-12,2021-03-09,9961,xIZRyMwRlLzAGlY,3709
A5251322,548945,6791762816,2021-02-20,2021-04-13,9765,gEWUtLPddnlKCgl,3466
G7557339,548945,6791762816,2021-02-09,2021-02-21,6249,yjMOstpvihvphpq,8748
A0528864,548945,6791762816,2021-03-27,2021-04-27,12448,OjSeKYwUZHydbqD,1986
A0576523,548945,6791762816,2021-03-02,2021-06-22,12348,OGxTXbnyfyrMucX,4109
A6027520,548945,6791762816,2021-01-24,2021-05-05,6680,KbsguiXYGYmaJMD,3729
B1927341,548945,6791762816,2021-03-07,2021-06-05,4266,HOUgLyPmjAugDtA,1613
B8778085,548945,6791762816,2021-01-13,2021-04-06,6353,VZYMazLHMKfesBS,7728
B3362193,548945,6791762816,2021-01-17,2021-02-14,7437,ecpUyAfFLIwqIwm,1168
A0584260,548945,6791762816,2021-03-03,2021-03-14,5750,ajFTUkTfEJODevq,2880
A1942206,548945,6791762816,2021-01-25,2021-05-16,4160,OXueMqcuMunREDy,1007
B0964533,548945,6791762816,2021-01-13,2021-02-08,5188,CPnpmsRRniBaHqq,7045
A4991543,548945,6791762816,2021-03-02,2021-05-15,10571,IfOtgzqVqwmnqgg,5090
B1407938,548945,6791762816,2021-01-31,2021-05-16,2291,nYTKlaCxkAEqoFM,4589
A5291490,548945,6791762816,2021-01-07,2021-02-24,9826,urGdZHfsYtSCRMW,1090
B1920213,548945,6791762816,2021-03-22,2021-06-03,14138,owqviziyaHXBpMD,9174
G2352732,548945,6791762816,2021-02-20,2021-03-24,5684,TDdNHHPpPeKyEAa,3517
A6549281,548945,6791762816,2021-02-25,2021-04-30,3831,LXWEBAgVVuVTEux,7140
A5655431,548945,6791762816,2021-02-14,2021-06-06,8631,BpkDceOBEZrQEDl,8178
G4481698,548945,6791762816,2021-01-02,2021-01-30,1523,RCBsKeHSEGiCYZA,5086
A6596313,548945,6791762816,2021-01-03,2021-01-22,2521,eTIqLdYLLZMqQhF,5314
G1094272,548945,6791762816,2021-03-14,2021-04-26,11742,dZGHbKCQgvynaLi,3937
G2201915,548945,6791762816,2021-01-23,2021-05-03,3907,nQxoZyvaQLrLNIp,1311
B1753420,548945,6791762816,2021-03-10,2021-05-16,5891,siINZAYKYGaqmkT,6933
A9202554,548945,6791762816,2021-03-09,2021-04-08,12050,eCEbTGWOgmJIBFi,7872
G2000151,548945,6791762816,2021-02-02,2021-04-06,1131,gOTgjPjFwcHINgL,7143
A4458163,548945,6791762816,2021-03-15,2021-04-09,6721,lRooFCTMwfntXdJ,4124
A7058457,548945,6791762816,2021-02-14,2021-05-29,12020,KBvOWAwwzEBFjfj,4513
A5929930,548945,6791762816,2021-01-08,2021-04-16,1654,ZksCztUZPtKXGrB,4976
A2948850,548945,6791762816,2021-03-13,2021-05-05,4147,JOBrJcIcpnVbBcR,2858
A2110717,548945,6791762816,2021-01-11,2021-03-18,13464,QpqJPJnqjgDteMp,7525
G9197047,548945,6791762816,2021-01-05,2021-04-29,4996,wpKPuDbLCbFPaij,9550
G7106638,548945,6791762816,2021-01-19,2021-05-13,14566,MYftzacJpgUCaFb,2632
B3781736,548945,6791762816,2021-02-24,2021-05-12,2302,MIodMHfijYCKCrb,4966
G5312532,548945,6791762816,2021-02-11,2021-04-21,10198,RvKRaUPeDgjAxaf,2896
B1344798,548945,6791762816,2021-02-06,2021-03-28,10352,RwqbdgXpIzHkwOX,7394
G9900747,548945,6791762816,2021-01-01,2021-03-15,4471,TuFhBMcnZufvgxJ,8287
B3528239,548945,6791762816,2021-01-07,2021-02-18,9575,ZlerVhNrjPFajSp,7345
B5983298,548945,6791762816,2021-02-08,2021-03-16,11335,hAPiWRVxkxOzmpI,7621
B5848087,548945,6791762816,2021-03-19,2021-05-03,9666,REynrJykcuVWvuh,5358
B4129540,548945,6791762816,2021-02-10,2021-04-14,9565,igoIWUxXnQsfKLd,1011
B0923337,548945,6791762816,2021-03-20,2021-03-22,8302,kexCAxeRnbDKQKw,6830
A3472071,548945,6791762816,2021-01-26,2021-04-02,3972,MzKvpsICgWadwTE,2290
G2363824,548945,6791762816,2021-01-05,2021-03-28,7401,VgQxGuqreYOtcQO,4284
G3059989,548945,6791762816,2021-02-21,2021-03-16,8977,IbgMMIxXpHwqqXZ,4167
A6975967,548945,6791762816,2021-01-08,2021-04-01,11647,enofHIlByRgpqOf,3431
A0103090,548945,6791762816,2021-01-26,2021-02-09,12131,eefQazLmdQcAVCb,6018
B8276153,548945,6791762816,2021-01-17,2021-02-02,2642,QbPgvEhbayFlNdU,8603
G9735820,548945,6791762816,2021-02-05,2021-05-22,12252,UBlcklmghLBIqcr,2444
B4679164,548945,6791762816,2021-02-26,2021-04-11,5711,kCJYKoqbSrOsDQP,9587
A0103090,548945,6791762816,2021-02-19,2021-03-18,10707,bjAzvMqQjNgbYsM,8509
G5364540,548945,6791762816,2021-02-07,2021-03-01,11767,fBpVVuWqpAPrEhC,4445
G1373876,548945,6791762816,2021-01-22,2021-04-25,10104,BOqszrHUbwsAJmd,8171
A8156592,548945,6791762816,2021-02-09,2021-05-15,13720,emzPqQGDPzkGldG,4719
G6469945,548945,6791762816,2021-03-24,2021-07-01,2258,KTcUWmfZqAZCuXa,4876
G4344894,548945,6791762816,2021-01-21,2021-04-10,8631,JaCQHuqihNvhMIO,1949
G9008605,548945,6791762816,2021-01-25,2021-05-13,14883,YvBwonJwiqYBfSk,3034
G8231772,548945,6791762816,2021-02-22,2021-06-22,13376,ZMaEqhVnlrvbBdO,8130
G6204257,548945,6791762816,2021-03-15,2021-05-19,1055,YstZmINrSXcesaH,5424
A1068203,548945,6791762816,2021-03-24,2021-03-29,7890,krvXdDakLDfhSGt,2900
B1927341,548945,6791762816,2021-02-12,2021-04-12,14673,UDqNVFJRKmqsboz,1626
B3499473,548945,6791762816,2021-01-17,2021-03-13,9752,BdnBaDyuZstAkJv,9051
G4219132,548945,6791762816,2021-02-18,2021-06-02,11610,DfdNFkjyCjyMeEl,2388
B1465659,548945,6791762816,2021-03-09,2021-04-20,12083,XSpMeelDWUHiocy,8005
G2591257,548945,6791762816,2021-01-23,2021-05-06,11725,HOeRYPTQekanyGZ,3223
G3007935,548945,6791762816,2021-02-02,2021-04-17,9908,PhtFUPLwMcnrrhq,4124
B4835757,548945,6791762816,2021-01-30,2021-03-12,5148,gBTJFsYGYYqEFQr,2281
A6817193,548945,6791762816,2021-03-13,2021-05-21,6300,mLGTMjvwRgteCLO,6137
A0896657,548945,6791762816,2021-03-19,2021-06-07,12454,goxPFomXrVgcIws,6015
B8278524,548945,6791762816,2021-02-02,2021-03-15,10426,ApmeuzpNJqTIina,2715
G4126308,548945,6791762816,2021-03-20,2021-05-30,7782,BJERGfRVVnQmuUZ,4150
B1029209,548945,6791762816,2021-02-24,2021-03-29,5796,feEhyhLGcWYaNAg,1634
B8526925,548945,6791762816,2021-01-28,2021-05-24,7524,joxLiWAwMhAsdNy,8486
G4702449,548945,6791762816,2021-01-12,2021-04-13,5683,PRjJOwrGwuIeCim,5758
A3164500,548945,6791762816,2021-01-25,2021-02-17,5695,DaxuvbOwRPtXyCK,4603
B0057051,548945,6791762816,2021-02-02,2021-03-24,1554,YPRqUDtuudJdHqG,9501
G2949814,548945,6791762816,2021-02-14,2021-04-09,2107,iQbeoRfcaxPAyDV,2788
A4198266,548945,6791762816,2021-02-13,2021-05-04,4948,irSlmNjMlnohFMq,1957
B1590710,548945,6791762816,2021-02-14,2021-02-18,4009,QHfskPpDpCjhdcz,7836
B2509922,548945,6791762816,2021-03-04,2021-03-14,10774,wwrUfsYDSfdJbtM,3894
B5220104,548945,6791762816,2021-03-07,2021-03-24,5761,QgUQQZKWtrgvPSP,9341
A6107640,548945,6791762816,2021-02-26,2021-04-02,3498,qsnrctzhdEaJfOe,1674
G0688221,548945,6791762816,2021-01-03,2021-03-16,1788,qazfrhlRQyGLHgJ,5568
G3431168,548945,6791762816,2021-02-16,2021-02-23,12495,XzTBAFyyBITdDHX,9093
A1803113,548945,6791762816,2021-01-30,2021-04-24,7819,lSyUsZCAnxIGJBN,6781
G1966335,548945,6791762816,2021-02-07,2021-02-09,4418,sfFGdrkelSeKnoS,4340
G6633696,548945,6791762816,2021-02-10,2021-04-10,6266,mqGJUMexNmAcZVC,8442
B6818027,548945,6791762816,2021-03-18,2021-05-19,2193,pXpfJRfGVvAYgUU,8502
A8402740,548945,6791762816,2021-02-06,2021-05-05,3385,fiogYKjbHLPMecA,2702
A1539786,548945,6791762816,2021-01-23,2021-04-29,13199,XZlbpKLEZLMxqeI,8697
G9032114,548945,6791762816,2021-03-08,2021-06-03,1244,xKvtboYnqBXvnfd,9993
G9390556,548945,6791762816,2021-03-04,2021-05-10,5980,eiGlAppWbLnoxpB,2955
B9642092,548945,6791762816,2021-01-25,2021-04-01,5705,LIbXRvZlsvtMrSC,2966
G4197523,548945,6791762816,2021-03-16,2021-04-15,6331,yNaSXDkWpqZBUeJ,9179
G2871918,548945,6791762816,2021-02-24,2021-06-11,14772,dKdCYmdNBuXVhKD,2422
G8015881,548945,6791762816,2021-02-24,2021-05-31,5234,qYvFExfUFyYuLBs,9994
G6145991,548945,6791762816,2021-03-18,2021-07-02,14247,aReBdWjtTynXnnH,3270
A4016886,548945,6791762816,2021-02-09,2021-05-04,10386,oFHzUIQOHxDDCHY,6375
B9351096,548945,6791762816,2021-03-09,2021-05-09,13157,oDNKKsHrYaPUPFw,6087
A4046861,548945,6791762816,2021-03-09,2021-06-12,12020,bjpTqtcXPeiVmcP,2679
G6793968,548945,6791762816,2021-01-30,2021-02-20,3163,jDfkyJEzfjWbgHa,2181
B4456037,548945,6791762816,2021-01-28,2021-04-19,4515,PQBxIWOMnmfeSFC,3005
G8345920,548945,6791762816,2021-02-23,2021-03-26,13126,msLFQXoGBWsuYPH,3832
B0494052,548945,6791762816,2021-03-25,2021-06-11,9822,lVwyuXsqppqJDXO,7792
A1565741,548945,6791762816,2021-02-03,2021-02-16,4277,NCeuvhYsChHSEcZ,2718
G4310721,548945,6791762816,2021-02-02,2021-03-02,11001,snNJJMMbexeZOvu,8490
G1010541,548945,6791762816,2021-03-11,2021-06-19,9650,meQFkvdpEaSPokp,9289
B0786469,548945,6791762816,2021-03-09,2021-04-03,2955,ZBLRwEsXphrxhsi,2331
G2261051,548945,6791762816,2021-03-07,2021-04-27,11264,YbKrfAeHTwUOtXH,1645
B2798481,548945,6791762816,2021-01-30,2021-03-15,10419,gAcXNTxODzBemDi,8464
B5598349,548945,6791762816,2021-03-19,2021-05-25,7616,JtRFkMNijrqQVpT,8184
B4521249,548945,6791762816,2021-03-29,2021-04-12,5607,eKibxKbliInbJqj,5102
A5989834,548945,6791762816,2021-02-01,2021-04-12,1768,tfPNeLlDDLxofhQ,1515
A4604741,548945,6791762816,2021-03-07,2021-05-15,10544,jVSYFjSxaSKUkEA,7337
A2832774,548945,6791762816,2021-01-20,2021-02-04,1440,dxjLBbghiczfmsD,8620
B1164150,548945,6791762816,2021-01-07,2021-02-28,8705,KkPBjYGoLLLlrHv,4163
B1161128,548945,6791762816,2021-03-24,2021-06-04,12711,SEaDcBdGwIEcFNM,2980
G4775018,548945,6791762816,2021-03-07,2021-06-01,8295,tTRNcCLDGmVJzws,5724
A8448653,548945,6791762816,2021-01-22,2021-04-15,1293,pLmClYFqKragovW,1050
G4961564,548945,6791762816,2021-01-17,2021-01-31,7186,KZrwHZDLJhCZWRS,7608
A8086796,548945,6791762816,2021-01-13,2021-04-17,9318,JJqexVFqjYKKaDC,9479
G6598299,548945,6791762816,2021-02-12,2021-03-30,14972,NDBuqZUaJmsQHeT,2727
A4683205,548945,6791762816,2021-01-15,2021-02-11,13385,yFDMCKXVDSaCHDY,6112
A1392332,548945,6791762816,2021-03-18,2021-04-09,5703,HsNZPrZjfkbARfy,5367
G5971401,548945,6791762816,2021-01-14,2021-03-19,6089,nLMeyDAkkrBNEnv,1828
A1060967,548945,6791762816,2021-01-23,2021-01-27,9786,xPNDWEQkPoWqYOB,2207
B2407235,548945,6791762816,2021-01-01,2021-01-09,12551,BJJuRSiLISXrFwa,7442
A4097999,548945,6791762816,2021-01-08,2021-05-07,14661,NUIORKqoOQExFBG,2881
B7937270,548945,6791762816,2021-01-16,2021-01-29,13040,DKPjoivZQOJOvjQ,3793
B1132034,548945,6791762816,2021-03-11,2021-05-31,12277,YXlMMcQkjWSxLao,4077
A9440988,548945,6791762816,2021-02-02,2021-03-13,6525,hSEpiEUfXzGIvxp,2101
A3182349,548945,6791762816,2021-03-24,2021-06-21,8015,xYRGuVNFikyHyCD,6128
G7112351,548945,6791762816,2021-01-12,2021-01-30,5684,BzXaKaPFBxnPRaS,4778
A8719603,548945,6791762816,2021-03-01,2021-04-17,3306,ESLgnvWnmamPtYS,7085
B1004743,548945,6791762816,2021-03-26,2021-07-23,13216,WlRxyzkHrUNopYV,5332
B7887928,548945,6791762816,2021-01-23,2021-02-08,6207,tlxWpYmGwqoOOlE,9693
A3762343,548945,6791762816,2021-02-06,2021-04-22,9702,EhhTEtitIxcJYXZ,6919
B3576630,548945,6791762816,2021-03-29,2021-06-07,6167,RWWQwApKNevorwN,2153
G1751173,548945,6791762816,2021-02-07,2021-05-17,11753,svjvcprFTpiEgaZ,8344
B4103857,548945,6791762816,2021-01-05,2021-03-28,13984,FPxlBUZPtemrCXU,7274
B2993611,548945,6791762816,2021-02-04,2021-05-22,13834,nWmgpPMTOjpkDWS,4616
G1513924,548945,6791762816,2021-01-15,2021-03-14,4035,FVdUSoAVBlPCUQx,9849
A9996749,548945,6791762816,2021-01-05,2021-04-07,14044,gocUoRAmDAyvOJZ,5934
G4702449,548945,6791762816,2021-03-23,2021-05-28,3009,UhhyVjUpPnCbdyR,7870
G1004417,548945,6791762816,2021-03-04,2021-03-11,2458,aCYhXFzwEEJFFel,1219
B8406188,548945,6791762816,2021-01-08,2021-04-28,6486,XGPHlcOeemRdnrk,7367
G2961042,548945,6791762816,2021-02-23,2021-04-20,12295,CEfswgAGfplQzpc,2413
G9131619,548945,6791762816,2021-03-06,2021-05-16,11159,KlKirqpGwjcujkF,1486
G5962229,548945,6791762816,2021-02-20,2021-04-20,2871,BcNqOrbQNvubvYm,5096
B7543041,548945,6791762816,2021-03-09,2021-05-21,13814,JJtIRfozriFgTTN,9090
G2922258,548945,6791762816,2021-01-17,2021-04-05,8574,yZNcMWPEKVuuAqY,4314
A0009076,548945,6791762816,2021-03-03,2021-03-12,8637,yLSbfulgAwztWaT,6780
G6550540,548945,6791762816,2021-01-13,2021-05-02,7751,wivUZHAMgkSqAUu,5015
B3467007,548945,6791762816,2021-03-21,2021-07-04,10945,cBkegYvVWsGdYYz,5961
G3427421,548945,6791762816,2021-02-02,2021-03-26,12872,GTrggMLloOVhgHv,1123
G7291567,548945,6791762816,2021-03-20,2021-04-17,13510,OCIfHvfAqJjYUhx,6796
A2026521,548945,6791762816,2021-02-13,2021-02-18,5812,KKasJgRcSoaieHA,7040
G3810378,548945,6791762816,2021-03-12,2021-06-24,13823,raDnhXwmHbOzXEF,1818
B7322136,548945,6791762816,2021-03-07,2021-05-17,2162,cDOXTyLHAfTJnyy,6523
A5070349,548945,6791762816,2021-02-26,2021-05-02,13120,QVeYVWshBqwKfdb,8024
A0156104,548945,6791762816,2021-01-13,2021-04-04,13657,nnEVjvtinSDhwxW,2837
G1731609,548945,6791762816,2021-01-24,2021-05-15,8235,UfqMFgsrIoGABSq,7312
A3136291,548945,6791762816,2021-02-15,2021-03-01,7275,rQMcwKpuxaunzxq,3492
G5847903,548945,6791762816,2021-02-21,2021-02-28,12964,QvRTLpMUKouFogJ,8738
B6228618,548945,6791762816,2021-03-24,2021-06-02,14537,ioovPaVQJZCHeZC,6335
A2405765,548945,6791762816,2021-01-14,2021-05-12,7084,hzwnRkLFEtfWJRQ,2170
B9351096,548945,6791762816,2021-03-28,2021-07-13,9455,TnFkKeCzXKoxDBh,5099
B3880234,548945,6791762816,2021-02-01,2021-02-26,11413,NiVAQJxrXpeOpuL,8945
G2477011,548945,6791762816,2021-02-17,2021-02-27,12950,FRWPrcKnDQOWAYH,1907
B5893504,548945,6791762816,2021-03-05,2021-04-13,3213,hLzioCMHSvUzbMZ,2205
A0797502,548945,6791762816,2021-01-18,2021-03-04,13171,HLfKbafPsvCjtRJ,7510
G1901573,548945,6791762816,2021-03-02,2021-04-14,2403,fVlcayvtlBAlWpv,4529
B2083155,548945,6791762816,2021-01-11,2021-02-02,6033,SUfgqotcDoSqCDE,4593
B8278610,548945,6791762816,2021-01-02,2021-01-22,3515,UCaDCYEQOvDdKks,5253
A2254208,548945,6791762816,2021-02-03,2021-04-21,9972,VCvzcDnACHGoNKp,9561
B8406188,548945,6791762816,2021-01-12,2021-01-20,12098,yIFMNHuwEvvgFYH,1448
G4418432,548945,6791762816,2021-02-12,2021-06-01,13982,HRVDlQDEEQEiITA,6926
B2689834,548945,6791762816,2021-01-22,2021-02-16,12305,yLXmrbQlUcmrqJQ,6948
B6867137,548945,6791762816,2021-02-01,2021-03-10,8538,DjxwSzNZquReGyh,1318
G1753552,548945,6791762816,2021-02-09,2021-05-11,1407,gBxRsoVWuwhfsWk,2322
B9834054,548945,6791762816,2021-02-11,2021-03-12,10994,jqVlcUJXRxQILzL,5161
B0629227,548945,6791762816,2021-01-05,2021-04-04,14754,bDVPfCdnVwtSgpm,5587
A0929169,548945,6791762816,2021-01-03,2021-02-13,13229,GxpnCGgzncwnVUy,8471
G8222268,548945,6791762816,2021-03-27,2021-06-10,5269,XvlGlpPcTxubQbV,6751
B3130397,548945,6791762816,2021-01-02,2021-04-23,3540,MinfDxQkDYXUIjg,3661
A5746023,548945,6791762816,2021-03-22,2021-07-12,10733,hcAWTmuNzgEraqL,6178
B7582373,548945,6791762816,2021-02-15,2021-04-22,8810,sdwiTumZmZLzyzI,7815
B3401463,548945,6791762816,2021-02-12,2021-04-10,1026,kJeIoQNEBKmWweZ,9492
A8792602,548945,6791762816,2021-02-09,2021-05-29,9826,ezkisHaTmVDGCgn,3390
B7002386,548945,6791762816,2021-03-21,2021-05-01,12949,ZFDcLbCtETbBNCo,2906
G8818843,548945,6791762816,2021-02-23,2021-06-23,8397,emDjgItQWHKqXgH,1553
A8242874,548945,6791762816,2021-02-25,2021-05-13,9524,yFmKtTURFjXLCSi,3853
A3181498,548945,6791762816,2021-02-01,2021-04-21,10241,bjbAueXkUnomyCe,2472
B1456097,548945,6791762816,2021-02-17,2021-04-24,2039,iIiJKevqZPcjyml,8214
B1271022,548945,6791762816,2021-01-24,2021-02-02,4559,tCaRwNZISQQJjaK,9086
A8505099,548945,6791762816,2021-03-25,2021-04-21,3498,opkdftVRpSWlljE,5929
G6496447,548945,6791762816,2021-01-06,2021-03-01,2897,myRyDlxRetUfQnX,8388
G2591508,548945,6791762816,2021-03-26,2021-06-12,9308,rsgrdNqsRzexwWx,8650
B7879381,548945,6791762816,2021-02-15,2021-05-31,13739,MhzXajbuDhYiVep,1245
A4004553,548945,6791762816,2021-03-12,2021-03-28,9949,CHhQUubQVEWHnmo,5440
B8362241,548945,6791762816,2021-03-21,2021-05-21,11889,oAtgCnPGxEGaSkh,5883
A6494523,548945,6791762816,2021-03-09,2021-03-12,4362,YHAxqaLsQjNLPEm,8764
A3181498,548945,6791762816,2021-02-23,2021-03-24,9345,uBdUsHcFhNCqFge,2216
B9640208,548945,6791762816,2021-02-15,2021-05-19,14306,rdiQHSEIjvKetuN,5171
A6652008,548945,6791762816,2021-01-06,2021-03-16,13529,SptcyEmBIcrqeKO,1227
G6380765,548945,6791762816,2021-03-20,2021-07-07,9487,ilCRvAYIzbZkzOS,6140
A8355621,548945,6791762816,2021-01-08,2021-04-24,4850,mNqOTAlZFSzDzGg,3108
B3627016,548945,6791762816,2021-02-14,2021-05-15,8287,wRqtlkRJrFAWMsZ,2524
B0109919,548945,6791762816,2021-01-12,2021-03-27,2184,THUCIpjZJVQSpTD,6414
A3697778,548945,6791762816,2021-03-07,2021-06-23,8141,fdBAGUZDngihjQh,4241
B2147579,548945,6791762816,2021-03-29,2021-05-10,5286,NweUkUDwqOOFYXd,5722
A5043737,548945,6791762816,2021-03-28,2021-07-12,7341,RINaXBcjQhfgbpM,7502
B1981969,548945,6791762816,2021-01-08,2021-03-15,14237,ENypzDwMSkBRiOO,5218
G0744113,548945,6791762816,2021-01-16,2021-01-19,1486,iVsdpxXOGyFZAwd,4720
B3314674,548945,6791762816,2021-02-19,2021-04-29,13281,vEolMPYedvLJJKQ,7401
A1060967,548945,6791762816,2021-02-27,2021-04-19,14032,QPZQELjLPCcIzTt,5524
B4886776,548945,6791762816,2021-03-12,2021-04-09,10950,PkYJQHAGWhkgHMn,3360
A3387392,548945,6791762816,2021-01-29,2021-02-08,7895,pneoJJFmWwKbeov,7539
